id_site,nom,region,ville_commune,type_activite,sous_types_tags,latitude,longitude,adresse_ou_description_localisation,difficulte,duree_typique_visite,prix_approximatif_ar,prix_approximatif_eur,saison_recommandee,note_moyenne,nombre_avis,source_note,lien_page,description_courte,acces_transport,contraintes,cluster
388,Rizières en terrasses Mantasoa,Analamanga,Mantasoa,Culture et histoire,"Rizières escalier, Paysages",-18.98,47.49,Autour du lac Mantasoa,Facile,1.5,0,0.0,Toute l'année,4.4,120,Helen in Wonderlust,https://www.heleninwonderlust.co.uk/mantasoa-rice-terraces-madagascar,Rizières en terrasses traditionnelles autour du lac,Voiture,Aucune,2
389,Village d'Ambohimanga Rova,Analamanga,Ambohimanga,Culture et histoire,Village royal historique,-18.76,47.56,Près de la colline Ambohimanga,Facile,2.5,0,0.0,Avril à novembre,4.5,200,That Travel,https://thattravel.co.uk/ambohimanga-rova-village,Village historique autour de la colline royale,Taxi-brousse,Aucune,2
390,Palais d'Andrianampoinimerina,Analamanga,Ambohimanga,Sites UNESCO,Palais historique dynastie Merina,-18.76,47.56,Sur la colline Ambohimanga,Facile,1.5,15000,3.0,Avril à novembre,4.7,600,Discover Africa,https://www.discoverafrica.com/blog/andrianampoinimerina-palace,Palais du roi Andrianampoinimerina sur site sacré,Taxi-brousse depuis Tana,Aucune,5
391,Site historique Merina Ambohimanga,Analamanga,Ambohimanga,Culture et histoire,Site dynastie Merina,-18.76,47.56,Colline Ambohimanga,Facile,1.5,0,0.0,Avril à novembre,4.6,300,Rhino Africa,https://www.rhinoafrica.com/en/destinations/madagascar/merina-site-ambohimanga,Site historique de la dynastie Merina,Taxi-brousse,Aucune,2
392,Agriculture périurbaine Tana,Analamanga,Antananarivo,Culture et histoire,Cultures autour Tana,-18.91,47.53,Banlieues agricoles Tana,Facile,4.0,0,0.0,Toute l'année,4.0,80,Undiscovered Destinations,https://undiscovered-destinations.com/blog/tana-periurban-agriculture,Zones agricoles périurbaines autour de la capitale,Taxi-brousse,Aucune,2
393,Vallée de l'Ikopa,Analamanga,Antananarivo,Nature et parcs nationaux,"Vallée rivière, Paysages",-18.85,47.6,Vallée Ikopa nord Tana,Facile,4.0,0,0.0,Avril à novembre,4.2,90,Adventure Life,https://www.adventure-life.com/madagascar/articles/ikopa-valley,Vallée fertile avec rivière Ikopa et paysages,Voiture,Aucune,2
394,Colline sacrée d'Ambohidratrimo,Analamanga,Ambohidratrimo,Sites UNESCO,"Colline sacrée, Site historique",-18.8,47.45,Près d'Ambohidratrimo,Facile,2.0,0,0.0,Avril à décembre,4.4,120,Responsible Travel,https://www.responsibletravel.com/holidays/madagascar/travel-guide/ambohidratrimo-hill,Colline sacrée avec traditions Merina,Voiture,Aucune,2
395,Rova d'Ambohidratrimo,Analamanga,Ambohidratrimo,Culture et histoire,Palais historique Rova,-18.8,47.45,Sur la colline Ambohidratrimo,Facile,1.0,0,0.0,Avril à décembre,4.3,100,Helen in Wonderlust,https://www.heleninwonderlust.co.uk/ambohidratrimo-rova-madagascar,Palais historique sur colline sacrée,Voiture,Aucune,2
396,Rizières traditionnelles Ambohidratrimo,Analamanga,Ambohidratrimo,Culture et histoire,Rizières en terrasses traditionnelles,-18.8,47.45,Autour d'Ambohidratrimo,Facile,1.5,0,0.0,Toute l'année,4.2,80,That Travel,https://thattravel.co.uk/ambohidratrimo-rice-terraces,Rizières traditionnelles en terrasses autour de la colline,Voiture,Aucune,2
397,Artisanat Ambohidratrimo,Analamanga,Ambohidratrimo,Artisanat et marchés,Artisanat local colline,-18.8,47.45,Village Ambohidratrimo,Facile,1.0,0,0.0,Avril à décembre,4.1,70,Discover Africa,https://www.discoverafrica.com/blog/ambohidratrimo-crafts,Artisanat local dans le village de la colline sacrée,Voiture,Aucune,2
398,Site historique Merina Ambohidratrimo,Analamanga,Ambohidratrimo,Culture et histoire,Site historique Merina,-18.8,47.45,Colline Ambohidratrimo,Facile,1.5,0,0.0,Avril à décembre,4.4,110,Rhino Africa,https://www.rhinoafrica.com/en/destinations/madagascar/merina-site-ambohidratrimo,Site historique de la dynastie Merina sur colline,Voiture,Aucune,2
399,Agriculture biologique Ambohidratrimo,Analamanga,Ambohidratrimo,Culture et histoire,Agriculture bio colline,-18.8,47.45,Autour Ambohidratrimo,Facile,4.0,0,0.0,Toute l'année,4.3,90,Undiscovered Destinations,https://undiscovered-destinations.com/blog/ambohidratrimo-organic-agriculture,Zones d'agriculture biologique autour de la colline,Voiture,Aucune,2
400,Vallées pastorales Ambohidratrimo,Analamanga,Ambohidratrimo,Nature et parcs nationaux,"Vallées, Élevage",-18.8,47.45,Vallées Ambohidratrimo,Facile,1.5,0,0.0,Avril à décembre,4.2,80,Adventure Life,https://www.adventure-life.com/madagascar/articles/ambohidratrimo-pastoral,Vallées pastorales avec élevage traditionnel,Voiture,Aucune,2
401,Traditions rurales Ambohidratrimo,Analamanga,Ambohidratrimo,Culture et histoire,Traditions rurales colline,-18.8,47.45,Village Ambohidratrimo,Facile,4.0,0,0.0,Avril à décembre,4.1,70,Prime Uganda,https://www.primeugandasafaris.com/ambohidratrimo-rural-traditions,Traditions rurales et vie quotidienne sur la colline,Voiture,Aucune,2
402,Vue hauts plateaux Ambohidratrimo,Analamanga,Ambohidratrimo,Géologie et paysages,Vue plateaux centraux,-18.8,47.45,Sommet Ambohidratrimo,Facile,0.5,0,0.0,Avril à décembre,4.4,100,Responsible Travel,https://www.responsibletravel.com/holidays/madagascar/travel-guide/ambohidratrimo-view,Vue panoramique sur les hauts plateaux depuis la colline,Voiture,Aucune,2
403,Sources thermales Ambohidratrimo,Analamanga,Ambohidratrimo,Thermalisme et bien-être,Sources thermales colline,-18.8,47.45,Près d'Ambohidratrimo,Facile,4.0,5000,1.0,Toute l'année,4.3,90,Helen in Wonderlust,https://www.heleninwonderlust.co.uk/ambohidratrimo-thermal-springs,Sources thermales naturelles près de la colline,Voiture,Aucune,2
404,Montagne de Manjakandriana,Analamanga,Manjakandriana,Géologie et paysages,"Montagne, Sources thermales",-18.92,47.8,Près de Manjakandriana,Moyen,8.0,8000,1.6,Avril à décembre,4.4,120,That Travel,https://thattravel.co.uk/manjakandriana-mountain,Montagne avec sources thermales et vues,Voiture,Sentiers escarpés,3
405,Rizières en escalier Manjakandriana,Analamanga,Manjakandriana,Culture et histoire,Rizières escalier,-18.92,47.8,Autour Manjakandriana,Facile,1.5,0,0.0,Toute l'année,4.3,100,Discover Africa,https://www.discoverafrica.com/blog/manjakandriana-rice-steps,Rizières en escalier traditionnelles,Voiture,Aucune,2
406,Village traditionnel Manjakandriana,Analamanga,Manjakandriana,Culture et histoire,Village typique Merina,-18.92,47.8,Village Manjakandriana,Facile,4.0,0,0.0,Avril à décembre,4.2,80,Rhino Africa,https://www.rhinoafrica.com/en/destinations/madagascar/manjakandriana-village,Village traditionnel avec architecture Merina,Voiture,Aucune,2
407,Agriculture biologique Manjakandriana,Analamanga,Manjakandriana,Culture et histoire,Agriculture bio,-18.92,47.8,Autour Manjakandriana,Facile,4.0,0,0.0,Toute l'année,4.1,70,Undiscovered Destinations,https://undiscovered-destinations.com/blog/manjakandriana-organic-agriculture,Zones d'agriculture biologique dans la région,Voiture,Aucune,2
408,Vallée de la Sisaony,Analamanga,Manjakandriana,Nature et parcs nationaux,"Vallée fertile, Rivières",-18.92,47.8,Vallée Sisaony,Facile,1.5,0,0.0,Avril à décembre,4.3,90,Adventure Life,https://www.adventure-life.com/madagascar/articles/sisaony-valley,Vallée fertile avec rivières et paysages verdoyants,Voiture,Aucune,2
409,Paysages volcaniques Manjakandriana,Analamanga,Manjakandriana,Géologie et paysages,Paysages volcaniques,-18.92,47.8,Autour Manjakandriana,Moyen,8.0,0,0.0,Avril à décembre,4.4,110,Prime Uganda,https://www.primeugandasafaris.com/manjakandriana-volcanic-landscapes,Paysages formés par activité volcanique ancienne,Voiture,Sentiers escarpés,2
410,Traditions Merina Manjakandriana,Analamanga,Manjakandriana,Culture et histoire,Traditions ancestrales Merina,-18.92,47.8,Village Manjakandriana,Facile,4.0,0,0.0,Avril à décembre,4.3,100,Responsible Travel,https://www.responsibletravel.com/holidays/madagascar/travel-guide/manjakandriana-merina,Traditions et rites ancestraux du peuple Merina,Voiture,Aucune,2
411,Corridor forestier d'Anjozorobe,Analamanga,Anjozorobe,Nature et parcs nationaux,"Corridor forestier, Biodiversité",-18.4,47.88,Près d'Anjozorobe,Moyen,8.0,15000,3.0,Avril à novembre,4.5,180,Helen in Wonderlust,https://www.heleninwonderlust.co.uk/anjozorobe-forest-corridor-madagascar,Corridor forestier protégé avec biodiversité riche,Voiture + guide,Sentiers humides,3
412,Forêt primaire Anjozorobe,Analamanga,Anjozorobe,Nature et parcs nationaux,"Forêt primaire, Observation lémuriens",-18.4,47.88,Forêt Anjozorobe,Moyen,8.0,15000,3.0,Avril à novembre,4.5,160,That Travel,https://thattravel.co.uk/anjozorobe-primary-forest,Forêt primaire intacte avec lémuriens et oiseaux,Voiture + guide,Sentiers humides,3
413,Observatoire d'oiseaux Anjozorobe,Analamanga,Anjozorobe,Observation animalière,"Oiseaux endémiques, Forêt",-18.4,47.88,Zone oiseaux Anjozorobe,Facile,2.5,15000,3.0,Avril à novembre,4.6,140,Discover Africa,https://www.discoverafrica.com/blog/anjozorobe-bird-observatory,Spot d'observation d'oiseaux endémiques dans la forêt,Voiture + guide,Aucune,2
414,Rivière Anjozorobe,Analamanga,Anjozorobe,Nature et parcs nationaux,"Rivière, Paysages fluviaux",-18.4,47.88,Rivière Anjozorobe,Facile,1.5,0,0.0,Avril à novembre,4.4,120,Rhino Africa,https://www.rhinoafrica.com/en/destinations/madagascar/anjozorobe-river,Rivière traversant la forêt avec paysages,Voiture + pirogue,Aucune,2
415,Biodiversité endémique Anjozorobe,Analamanga,Anjozorobe,Observation animalière,Biodiversité unique,-18.4,47.88,Corridor Anjozorobe,Moyen,8.0,15000,3.0,Avril à novembre,4.5,130,Undiscovered Destinations,https://undiscovered-destinations.com/blog/anjozorobe-endemic-biodiversity,Biodiversité endémique riche dans le corridor forestier,Voiture + guide,Sentiers humides,3
416,Écotourisme Anjozorobe,Analamanga,Anjozorobe,Écotourisme,Écotourisme communautaire,-18.4,47.88,Village Anjozorobe,Facile,4.0,15000,3.0,Avril à novembre,4.4,110,Adventure Life,https://www.adventure-life.com/madagascar/articles/anjozorobe-ecotourism,Écotourisme géré par communauté locale,Voiture,Aucune,2
417,Village écologique Anjozorobe,Analamanga,Anjozorobe,Culture et histoire,Village éco-responsable,-18.4,47.88,Village Anjozorobe,Facile,4.0,0,0.0,Avril à novembre,4.3,100,Prime Uganda,https://www.primeugandasafaris.com/anjozorobe-ecovillage,Village écologique avec pratiques durables,Voiture,Aucune,2
418,Randonnée nature Anjozorobe,Analamanga,Anjozorobe,Aventure et randonnée,Sentiers randonnée forêt,-18.4,47.88,Sentiers Anjozorobe,Moyen,8.0,15000,3.0,Avril à novembre,4.5,120,Responsible Travel,https://www.responsibletravel.com/holidays/madagascar/travel-guide/anjozorobe-hiking,Randonnées nature dans le corridor forestier,Voiture + guide,Sentiers humides,3
419,Parc National d'Ankazobe,Analamanga,Ankazobe,Nature et parcs nationaux,"Paysages Ankazobe, Élevage",-18.32,47.12,Région Ankazobe,Moyen,8.0,20000,4.0,Septembre à mai,4.4,140,Helen in Wonderlust,https://www.heleninwonderlust.co.uk/ankazobe-national-park-madagascar,Parc avec paysages variés et élevage zébus,Voiture,Sentiers escarpés,3
420,Paysages d'Ankazobe,Analamanga,Ankazobe,Géologie et paysages,Paysages vallonnés,-18.32,47.12,Autour d'Ankazobe,Facile,4.0,0,0.0,Septembre à mai,4.3,120,That Travel,https://thattravel.co.uk/ankazobe-landscapes,Paysages vallonnés et collines rocheuses,Voiture,Aucune,2
421,Parc National de Zombitse (zone nord),Atsimo-Andrefana,Sakaraha,Nature et parcs nationaux,"Forêt transition nord, Avifaune",-22.8,44.75,Nord de Zombitse,Moyen,4.0,15000,3.0,Mai à novembre,4.5,130,SafariBookings,https://www.safaribookings.com/parks/zombitse-vohibasia-national-park,Zone nord avec oiseaux endémiques et forêt de transition,Voiture depuis Toliara,Aucune,1
422,Tsingy de Bemaraha (zone sud),Melaky,Antsalova,Géologie et paysages,"Tsingy sud, Grottes et ponts",-19.0,44.85,Sud du parc Tsingy Bemaraha,Difficile,8.0,35000,7.0,Juin à septembre,4.8,850,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/tsingy-de-bemaraha,Zone sud des tsingy avec grottes et ponts naturels,4x4 + guide,Terrains karstiques,3
423,Plage d'Ambonivato (extension),Atsinanana,Toamasina,Plages et littoral,Plage extension Ambonivato,-18.1,49.35,Extension sud Ambonivato,Facile,3.0,0,0.0,Avril à novembre,4.2,130,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g316110-d614310-Reviews-Ambonivato_Extension-Toamasina_Tamatave_Toamasina_Province.html,Extension sauvage de la plage Ambonivato,Taxi ou tuk-tuk,Aucune,2
424,Canal des Pangalanes (section Vatomandry),Atsinanana,Vatomandry,Nature et parcs nationaux,"Canal sud, Mangroves, Villages",-19.3333,48.9833,Section Vatomandry sur le canal,Moyen,8.0,15000,3.0,Avril à décembre,4.3,160,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/pangalanes-vatomandry,Section sud du canal avec mangroves et villages côtiers,Pirogue ou bateau,Insectes,3
425,Parc National de Midongy du Sud (zone montagne),Anosy,Midongy Atsimo,Nature et parcs nationaux,"Montagnes Midongy, Forêt isolée",-23.7,47.15,Zone montagne Midongy,Difficile,8.0,22000,4.4,Juillet à octobre,4.6,85,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/midongy-du-sud,Zone montagneuse avec forêt isolée et biodiversité,4x4 + randonnée,Accès très difficile,3
426,Réserve de Kalalao (zone oiseaux),Analanjirofo,Ambodifotatra,Observation animalière,"Oiseaux Kalalao, Forêt littorale",-17.0333,49.8167,Zone oiseaux Kalalao,Facile,2.5,12000,2.4,Juin à septembre,4.5,150,SafariBookings,https://www.safaribookings.com/reserves/kalalao-sainte-marie,Zone observation oiseaux dans la réserve Kalalao,Taxi ou marche locale,Aucune,0
427,Parc National de Namoroka (zone lac),Melaky,Soalala,Nature et parcs nationaux,"Lac Namoroka, Forêt sèche",-16.4667,45.3167,Zone lac Namoroka,Moyen,8.0,25000,5.0,Juin à septembre,4.7,110,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/namoroka-national-park,Zone lac avec forêt sèche et tsingy,4x4 + guide,Terrains rocheux,3
428,Plage de Mahambo (zone surf),Analanjirofo,Mahambo,Plages et littoral,Zone surf Mahambo,-17.4833,49.45,Zone surf Mahambo,Facile,2.5,0,0.0,Mai à octobre,4.4,240,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g316110-d614311-Reviews-Mahambo_Surf-Madagascar.html,Zone surf réputée sur plage Mahambo,Taxi-brousse depuis Toamasina,Vagues,0
429,Réserve de Tampolo (zone recherche),Analanjirofo,Fenoarivo Atsinanana,Écotourisme,Zone recherche Tampolo,-17.3667,49.4167,Zone station recherche Tampolo,Facile,2.5,12000,2.4,Mai à octobre,4.3,110,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/tampolo-reserve,Zone de recherche écologique et forêt littorale,Voiture ou taxi-brousse,Aucune,0
430,Parc marin de Masoala (zone dugongs),Analanjirofo,Maroantsetra,Observation animalière,"Dugongs, Zone marine protégée",-15.5667,50.2833,Zone dugongs Masoala,Moyen,4.0,35000,7.0,Mai à octobre,4.7,180,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/masoala-dugongs,Zone observation dugongs dans parc marin,Bateau depuis Maroantsetra,Météo marine,4
431,Nosy Mangabe (zone oiseaux),Analanjirofo,Maroantsetra,Observation animalière,Oiseaux endémiques Nosy Mangabe,-15.5,49.7667,Zone oiseaux Nosy Mangabe,Moyen,4.0,15000,3.0,Mai à octobre,4.6,200,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/nosy-mangabe,Zone observation oiseaux rares sur l'île-réserve,Bateau + guide,Accès nocturne limité,0
432,Vallée du Tsiribihina (zone bivouac),Menabe,Belo sur Tsiribihina,Aventure et randonnée,Zone bivouac descente,-19.5333,45.4667,Zone bivouac Tsiribihina,Moyen,,50000,10.0,Mai à octobre,4.7,500,SafariBookings,https://www.safaribookings.com/blog/tsiribihina-bivouac,Zone bivouac pour descente multi-jours,Bateau chaland organisé,Soleil intense,4
433,Lac Alaotra (zone mangroves),Alaotra-Mangoro,Ambatondrazaka,Nature et parcs nationaux,Mangroves lac Alaotra,-17.5,48.6333,Zone mangroves Alaotra,Facile,4.0,0,0.0,Mai à octobre,4.3,140,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/lac-alaotra,Zone mangroves autour du plus grand lac,Pirogue ou voiture,Aucune,2
434,Rivière Nosivolo (zone cascades),Alaotra-Mangoro,Marolambo,Nature et parcs nationaux,Cascades Nosivolo sacrée,-20.05,48.45,Zone cascades Nosivolo,Moyen,2.5,12000,2.4,Juin à novembre,4.5,95,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/nosivolo-cascades,Cascades sur rivière sacrée Nosivolo,Pirogue + guide,Respect rites locaux,2
435,Oasis Amboasary Sud (zone pêche),Anosy,Amboasary Sud,Culture et histoire,Pêche oasis,-25.0333,46.3833,Zone pêche Amboasary Sud,Facile,2.0,8000,1.6,Mai à octobre,4.2,75,SafariBookings,https://www.safaribookings.com/blog/amboasary-fishing,Pêche locale dans oasis aride,Voiture depuis Taolagnaro,Chaleur,6
436,Mines Ilakaka (zone commerce),Ihorombe,Ilakaka,Culture et histoire,Commerce saphirs Ilakaka,-22.7667,45.2333,Zone commerce Ilakaka,Facile,1.5,0,0.0,Toute l'année,4.1,110,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/ilakaka-trade,Zone commerce actif des saphirs artisanaux,Voiture + guide local,Sécurité minière,6
437,Forêt Mikea (zone plantes),Atsimo-Andrefana,Manja,Nature et parcs nationaux,Plantes médicinales Mikea,-22.5,43.5,Zone plantes Mikea,Moyen,8.0,25000,5.0,Avril à décembre,4.5,85,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/mikea-medicinal-plants,Zone plantes médicinales dans forêt épineuse,4x4 + guide,Accès difficile,1
438,Tsimanampetsotsa (zone oiseaux),Atsimo-Andrefana,Betioky Sud,Observation animalière,Oiseaux Tsimanampetsotsa,-24.1,43.75,Zone oiseaux du parc,Moyen,8.0,20000,4.0,Avril à décembre,4.6,180,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298288-d614312-Reviews-Tsimanampetsotse_Birds-Madagascar.html,Observation oiseaux dans parc avec lac salé,4x4 depuis Toliara,Chaleur extrême,1
439,Beza-Mahafaly (zone Parcelle 6),Atsimo-Andrefana,Betioky Sud,Observation animalière,"Parcelle 6, Faune diurne",-23.65,44.6333,Parcelle 6 de Beza-Mahafaly,Moyen,4.0,15000,3.0,Avril à décembre,4.5,85,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/beza-mahafaly,Zone diurne pour faune variée,Voiture + guide,Aucune,1
440,Plage Lokaro (zone sud mangrove),Analanjirofo,Foulpointe,Nature et parcs nationaux,Mangrove sud Lokaro,-17.15,49.9833,Sud mangrove Lokaro,Facile,4.0,20000,4.0,Mai à octobre,4.6,160,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/lokaro-south-mangrove,Mangrove sud près de la plage Lokaro,Bateau depuis Foulpointe,Insectes,0
441,Lac Anony (zone observation flamants),Anosy,Amboasary Sud,Observation animalière,Flamants roses Anony,-25.0833,46.95,Zone flamants Anony,Facile,1.5,0,0.0,Mai à novembre,4.4,110,SafariBookings,https://www.safaribookings.com/blog/lac-anony-flamingos,Spot observation flamants roses sur lac salé,Voiture depuis Taolagnaro,Soleil intense,6
442,Andringitra (zone faune nocturne),Haute Matsiatra,Ambalavao,Observation animalière,Faune nocturne Andringitra,-22.2,46.8833,Zone nocturne Andringitra,Moyen,,30000,6.0,Avril à novembre,4.7,200,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298278-d614313-Reviews-Andringitra_Night-Fauna-Madagascar.html,Observation nocturne dans le massif,Voiture + guide,Nuit et froid,3
443,Anja (zone lémuriens nocturnes),Haute Matsiatra,Ambalavao,Observation animalière,Lémuriens nocturnes Anja,-21.8333,46.9333,Zone nocturne Anja,Moyen,,10000,2.0,Mai à octobre,4.7,500,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/anja-night-lemurs,Observation lémuriens nocturnes dans la réserve,Voiture depuis Ambalavao,Nuit,5
444,Train FCE (zone village),Haute Matsiatra,Fianarantsoa,Culture et histoire,Villages vus depuis train,-21.4536,47.0858,Zone villages FCE,Facile,1.5,0,0.0,Mai à octobre,4.5,300,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/fce-villages,Villages traditionnels visibles depuis le train,Train,Retards possibles,2
445,Sources thermales Antsirabe (zone rivière),Vakinankaratra,Antsirabe,Thermalisme et bien-être,Sources rivière thermale,-19.8667,47.0333,Zone rivière Antsirabe,Facile,4.0,5000,1.0,Toute l'année,4.3,220,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298279-d614314-Reviews-River_Thermal_Springs-Antsirabe_Antananarivo_Province.html,Sources thermales le long d'une rivière,Taxi ou marche,Aucune,2
446,Lac Andraikiba (zone coucher soleil),Vakinankaratra,Antsirabe,Nature et parcs nationaux,Spot coucher soleil lac,-19.9167,47.0667,Zone coucher soleil Andraikiba,Facile,2.5,0,0.0,Avril à novembre,4.4,160,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/andraikiba-sunset,Spot coucher soleil sur lac de cratère,Voiture ou taxi,Aucune,2
447,Betafo (zone thermes naturels),Vakinankaratra,Betafo,Thermalisme et bien-être,Thermes naturels Betafo,-19.8333,46.85,Zone thermes Betafo,Facile,4.0,5000,1.0,Toute l'année,4.3,190,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/betafo-natural-thermal,Thermes naturels dans village UNESCO,Voiture ou taxi,Aucune,2
448,Lac Itasy (zone volcan sud),Itasy,Arivonimamo,Géologie et paysages,Volcans sud Itasy,-19.1,46.75,Zone sud volcan Itasy,Moyen,4.0,0,0.0,Avril à novembre,4.3,110,SafariBookings,https://www.safaribookings.com/blog/lac-itasy-south-volcano,Volcans éteints au sud du lac,Voiture,Sentiers escarpés,2
449,Chute de la Lily (zone forêt sud),Itasy,Arivonimamo,Nature et parcs nationaux,Forêt sud Lily,-19.0333,46.8,Zone sud forêt Lily,Facile,1.5,5000,1.0,Avril à novembre,4.4,90,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/lily-south-forest,Forêt sud autour de la chute Lily,Voiture + marche,Sentier glissant,2
450,Massif Tsaratanana (zone faune sud),Betsiboka,Bealanana,Observation animalière,Faune sud Tsaratanana,-16.8,47.65,Zone sud massif,Difficile,,40000,8.0,Avril à novembre,4.8,45,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/tsaratanana-south-fauna,Faune endémique au sud du massif,Expédition guidée,Altitude élevée,4
451,Pic Saint-Louis (zone faune),Anosy,Taolagnaro,Observation animalière,"Caméléons, Oiseaux Pic Saint-Louis",-25.05,46.9833,Zone faune Pic Saint-Louis,Moyen,2.0,5000,1.0,Mai à novembre,4.5,130,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298283-d614315-Reviews-Pic_Saint_Louis_Fauna-Madagascar.html,Observation caméléons et oiseaux sur le sentier,Voiture + randonnée,Soleil intense,6
452,Plage Libanona (zone pêche locale),Anosy,Taolagnaro,Plages et littoral,Pêche locale Libanona,-25.0318,46.9993,Zone pêche Libanona,Facile,2.5,0,0.0,Mai à novembre,4.4,190,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/libanona-fishing,Zone pêche traditionnelle sur plage urbaine,Marche ou taxi local,Aucune,6
453,Rivière Onilahy (zone faune),Atsimo-Andrefana,Betioky Sud,Observation animalière,"Crocodiles, Oiseaux Onilahy",-21.6667,45.1667,Zone faune Onilahy,Moyen,1.5,0,0.0,Avril à décembre,4.3,85,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/onilahy-fauna,Observation crocodiles et oiseaux le long du fleuve,Voiture + pirogue,Courants,6
454,Oasis Amboasary Sud (zone artisanat),Anosy,Amboasary Sud,Artisanat et marchés,Artisanat oasis,-25.0333,46.3833,Zone artisanat Amboasary Sud,Facile,2.0,8000,1.6,Mai à octobre,4.2,65,SafariBookings,https://www.safaribookings.com/blog/amboasary-crafts,Artisanat local dans l’oasis,Voiture depuis Taolagnaro,Chaleur,6
455,Mines Ilakaka (zone tri saphirs),Ihorombe,Ilakaka,Culture et histoire,Tri saphirs Ilakaka,-22.7667,45.2333,Zone tri Ilakaka,Facile,1.5,0,0.0,Toute l'année,4.1,100,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/ilakaka-sapphire-sorting,Zone tri et commerce saphirs artisanaux,Voiture + guide local,Sécurité minière,6
456,Forêt Mikea (zone chasse traditionnelle),Atsimo-Andrefana,Manja,Culture et histoire,Chasse Mikea,-22.5,43.5,Zone chasse Mikea,Moyen,8.0,25000,5.0,Avril à décembre,4.5,75,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/mikea-traditional-hunting,Zone observation chasse traditionnelle Mikea,4x4 + guide,Accès difficile,1
457,Tsimanampetsotsa (zone tortues radiées),Atsimo-Andrefana,Betioky Sud,Observation animalière,Tortues radiées Tsimanampetsotsa,-24.1,43.75,Zone tortues radiées,Moyen,8.0,20000,4.0,Avril à décembre,4.6,170,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298288-d614316-Reviews-Tsimanampetsotse_Radiated-Tortoises-Madagascar.html,Observation tortues radiées endémiques,4x4 depuis Toliara,Chaleur extrême,1
458,Beza-Mahafaly (zone Parcelle 7),Atsimo-Andrefana,Betioky Sud,Observation animalière,"Parcelle 7, Faune diurne",-23.65,44.6333,Parcelle 7 de Beza-Mahafaly,Moyen,4.0,15000,3.0,Avril à décembre,4.5,80,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/beza-mahafaly,Zone diurne supplémentaire pour faune,Voiture + guide,Aucune,1
459,Plage Lokaro (zone excursion mangrove),Analanjirofo,Foulpointe,Nature et parcs nationaux,Excursion mangrove Lokaro,-17.1,49.9833,Zone mangrove excursion Lokaro,Facile,4.0,20000,4.0,Mai à octobre,4.6,150,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/lokaro-mangrove-excursion,Excursion mangrove près de la plage Lokaro,Bateau depuis Foulpointe,Insectes,0
460,Lac Anony (zone lagune observation),Anosy,Amboasary Sud,Observation animalière,Observation lagune Anony,-25.0833,46.95,Zone lagune observation Anony,Facile,1.5,0,0.0,Mai à novembre,4.4,100,SafariBookings,https://www.safaribookings.com/blog/lac-anony-lagoon-observation,Observation oiseaux dans lagune reliant lac et mer,Voiture depuis Taolagnaro,Soleil intense,6
461,Andringitra (zone rivières sud),Haute Matsiatra,Ambalavao,Nature et parcs nationaux,Rivières sud Andringitra,-22.25,46.85,Zone sud rivières Andringitra,Moyen,8.0,30000,6.0,Avril à novembre,4.7,210,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298278-d614317-Reviews-Andringitra_South-Rivers-Madagascar.html,Rivières sud du massif avec gorges,Voiture + randonnée,Randonnée physique,3
462,Anja (zone lémuriens sud),Haute Matsiatra,Ambalavao,Observation animalière,Lémuriens sud Anja,-21.85,46.92,Zone sud Anja,Facile,2.5,10000,2.0,Mai à octobre,4.7,550,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/anja-south-lemurs,Zone sud avec troupeaux de lémuriens catta,Voiture depuis Ambalavao,Aucune,5
